user_id,invocation_count,compute_seconds,chute_count,inv_share,compute_share
dff3e6bb-3a6b-5a2b-9c48-da3abcd5ca5f,29170365,202753181.85,71,0.8733642215568862,0.989532922491105
629c5e51-ed8d-5b1b-a0d4-8f7b8375e7e0,496233,264663.22,25,0.014857275449101797,0.0012916836324133956
342e0da3-d901-5529-908e-9b2ecca41406,405853,216454.93,11,0.0121512874251497,0.001056404051546386
a3835273-9d57-5bdd-9724-0a78f8bf4074,343187,183033.26,8,0.010275059880239521,0.0008932902074421464
a2747d6b-faf3-5bca-b602-fc0b39bab8cb,250919,133823.47,6,0.00751254491017964,0.0006531228011422947
6b655b45-04be-597c-864a-bebc7490d03f,211338,112713.6,12,0.00632748502994012,0.000550096511414907
44ca3191-fa38-5428-9e33-cc8b3bff86c0,148550,79229.13,6,0.0044476047904191615,0.00038667619131721107
4f4d0681-760a-5cf3-aea9-e37ca6038e43,148476,79187.59,5,0.004445389221556886,0.00038647348645375794
8d4b2f95-37a4-5360-bccd-9eed425c846a,129669,7203.83,3,0.003882305389221557,3.515816711974213e-05
1414cea8-6cab-5391-ae99-78d1adc08ae4,103702,41443.47,2,0.0031048502994011976,0.00020226402523006165
4da1422e-35b7-57c4-aec3-1ab181cd9ea7,77765,41474.67,1,0.002328293413173653,0.00020241629621716315
2accc3a4-51c5-57a2-90b5-531c764732d8,77625,41400.0,3,0.0023241017964071857,0.00020205188701674656
2e50b9e7-02ab-558c-8d0d-c93d6c98f8fb,77340,41517.25,8,0.002315568862275449,0.0002026241434296445
b405b3ce-5d2d-537a-b407-024c35a69e22,75422,33521.15,1,0.0022581437125748505,0.00016359929048320526
97bbf6f7-949e-59c6-9c05-975e5422be33,70186,38992.24,1,0.002101377245508982,0.00019030085226013564
7484e588-2b48-5c02-95af-37ee538d5d18,66367,35395.73,1,0.0019870359281437128,0.00017274818145753297
5fb84e9f-ba7a-5a18-b6d0-8e329d01cd3a,66363,29496.93,1,0.001986916167664671,0.00014395920980893434
73c264cd-6388-59cf-b5b1-0503c88e8b42,65243,34796.27,1,0.0019533832335329343,0.00016982249616275983
3e11c3b1-2aad-5adc-bf81-e9ba759b0057,62962,33579.73,3,0.0018850898203592815,0.00016388522911882963
2949a87c-3b3a-5d0a-9df5-3780128b9bc9,62254,33202.13,1,0.0018638922155688623,0.00016204235973386576
4b06ec6b-a9b3-5540-891b-6df93b50c340,61877,33005.75,1,0.0018526047904191616,0.00016108391034988962
0bd8d59e-6ef9-5afb-b35e-97e2c79ea1ad,57143,30477.14,1,0.0017108682634730539,0.00014874310008065894
9bd2d316-5a88-5030-9f08-9f3aa5faaf9c,55808,15925.87,2,0.0016708982035928144,7.77258795260229e-05
f1e18818-d1d9-555c-ac4e-d72d69246147,55226,29453.87,1,0.0016534730538922155,0.00014374901787295323
579c73c8-a0d3-54a0-b54d-30a33f05a2ac,53594,28583.47,4,0.0016046107784431138,0.00013950104776523992
34773304-e689-5a70-ae51-946156b13582,50888,27140.27,1,0.0015235928143712575,0.00013245753850575938
27f0078a-05da-5d1f-b06b-8fd70a2f4d01,50015,26674.67,1,0.0014974550898203592,0.00013018518684887595
6be1c736-1cd9-5bb9-b85f-32a1db8b1e75,47213,25180.27,3,0.001413562874251497,0.00012289179699482403
c86df895-1613-563c-b0ee-2844edcf239a,46514,25841.27,1,0.0013926347305389221,0.00012611781810925574
73b9770c-9786-5802-9ff6-44c90cb09d8b,45799,24426.23,3,0.0013712275449101797,0.00011921171208258664
5b851cb1-755d-5ce0-9754-f63b091bca87,42720,22784.0,1,0.0012790419161676646,0.00011119686458431182
5cabd31e-b0c5-57b9-bed7-e1b494038b16,42533,23929.24,5,0.0012734431137724552,0.00011678620760594624
756abb48-0cd2-5fb9-a9e9-d8f33a77a75a,42020,22410.67,1,0.0012580838323353292,0.00010937481858222888
40fd3d01-3413-5794-8fe7-74aac66f20d9,39262,20939.73,1,0.001175508982035928,0.00010219595733402219
f5258436-f8d0-5252-a3b6-b8b7f060c881,37872,26438.25,1,0.0011338922155688623,0.00012903137303003854
a90e9e08-12bd-5fa1-9690-7324f44600f9,33115,12229.33,2,0.0009914670658682635,5.968502118255829e-05
43837414-2e8f-5102-ae24-cd409afddb51,32990,17594.67,1,0.0009877245508982035,8.587042515535922e-05
1db973bb-1ebc-583d-b3b0-93d11af640dd,31213,16625.07,3,0.0009345209580838323,8.113831139566387e-05
1632c4f9-6a82-5f32-b211-74bc7dcdc1c5,30659,1362.62,1,0.000917934131736527,6.650250997373208e-06
7b29f430-eb95-579e-9bc8-a097cbe16edc,29537,20811.33,1,0.0008843413173652694,0.000101569303655503
1a80d0cf-13d6-50b2-88aa-9c160020723e,28438,1263.91,1,0.000851437125748503,6.168493359059301e-06
0bc04f1b-3580-5be7-b685-82cffa70b4a1,27034,14418.13,1,0.0008094011976047905,7.03674166004937e-05
acbee5b0-7539-51a3-a670-3e977f881661,25602,13654.4,1,0.0007665269461077845,6.664003106480406e-05
1a98f41c-867c-566e-8a4d-deff7619a6f3,25439,13567.47,1,0.0007616467065868263,6.621575463860475e-05
af7fd5a0-e599-534d-b170-c0668daf3fa9,25273,13478.93,1,0.0007566766467065868,6.578366944382508e-05
c4eb79e9-efa1-5909-858a-e0366e7de84b,22912,12219.73,1,0.0006859880239520958,5.9638168571085415e-05
7af29ef8-2f30-57e0-821f-5bb9b7c82253,22806,12163.2,2,0.000682814371257485,5.936225874791286e-05
1a19d745-96df-5076-afb3-6befacd4d999,22114,13629.33,4,0.0006620958083832335,6.651769369037665e-05
23f6e756-7fa7-57fa-886a-505c85ca0796,19694,10503.47,1,0.0005896407185628742,5.126196280722422e-05
55818eb1-e7d4-5ae8-8603-f332dade4f9a,19264,20548.27,1,0.0005767664670658682,0.00010028541195474657
1679bb83-314e-58b3-addf-20f803370667,18242,9729.07,1,0.0005461676646706586,4.748251881433222e-05
b574bb43-0106-5235-8cdc-b86aea12dbfb,17451,9307.2,3,0.0005224850299401198,4.542360683197852e-05
27d663e6-8cd0-5669-8d6c-981dc1bb7cf6,15512,8273.07,1,0.0004644311377245509,4.0376539406208835e-05
49e4f33f-c950-5fb9-9128-8103d3047227,13050,6960.0,1,0.0003907185628742515,3.3968143324586944e-05
08529d3c-6a76-5c6a-8190-bdb4359e0795,11767,6275.73,1,0.00035230538922155686,3.062859329504927e-05
e898c7f2-e9c3-56d7-84d2-2111e2854d3c,11622,6198.4,3,0.00034796407185628744,3.0251169480331447e-05
4b1511c3-8195-54c4-aedf-d6bed8d51f6d,11265,12016.0,1,0.0003372754491017964,5.864385203853515e-05
10beee47-09cf-569d-ba04-44ff0555a921,10294,2745.09,1,0.00030820359281437127,1.3397373981300134e-05
10fe3678-3dad-525a-8c1c-46104aac8ee0,6911,3685.87,1,0.00020691616766467066,1.7988799886294195e-05
a4ad5ddd-e88c-52a5-b928-578ad591a8e5,6879,3668.8,2,0.00020595808383233534,1.7905506354770334e-05
b34b1109-44c9-53ed-b70c-c6e8be0185f7,6616,3528.53,1,0.00019808383233532934,1.7220937642558595e-05
3349062a-3d98-5b0c-89b4-657561cf6dcd,6464,2016.8,2,0.00019353293413173654,9.842952795546438e-06
89d32661-e5f9-5547-ba2e-4eb9818feda4,6311,3366.44,1,0.00018895209580838324,1.6429851500861023e-05
124ad796-d022-58ae-be2e-9d3da35aadf1,4277,2281.07,1,0.00012805389221556886,1.1132701072736334e-05
7beca469-aa61-587c-a77e-1f51aec86e0d,4011,2139.2,1,0.00012008982035928144,1.0440323591944234e-05
fc419df5-9db8-5da8-adf7-a4cf837aba65,2862,1526.4,1,8.568862275449101e-05,7.449565225665577e-06
660eddd3-d898-5ce9-b02b-6008a365bebe,2661,1419.2,1,7.967065868263474e-05,6.926377730781321e-06
0c0a5cb9-1354-56b5-885a-4bc3d3f6491b,1919,85.29,10,5.745508982035928e-05,4.1625074738100367e-07
88356f62-0a66-5148-811b-37ea95c97142,834,37.07,3,2.497005988023952e-05,1.8090313877839672e-07
f0be376b-cf18-596a-8049-fa43be70c66a,749,399.47,1,2.2425149700598803e-05,1.9495892222305285e-06
7f680ad5-4114-5908-a2fe-481aab07cbf5,646,28.71,3,1.934131736526946e-05,1.4012401396983725e-07
0d853515-5b0c-5a39-945d-e0652137da8b,582,27.67,1,1.7425149700598804e-05,1.350266233687684e-07
8baddea0-3891-5c6b-b02b-3567eb38ca03,561,277.88,4,1.6796407185628744e-05,1.3561777596848671e-06
c4c6ff08-488b-512b-87ad-c451b015a602,270,12.0,10,8.08383233532934e-06,5.8565764352718383e-08
cd1a04e5-747b-5428-b842-3b756baa584b,238,13.22,1,7.125748502994012e-06,6.453079590716192e-08
d9ed2aef-c234-57f3-bb9b-abce03d48512,235,10.44,5,7.035928143712575e-06,5.0973906010699337e-08
478d5b51-38c1-5c4d-a329-694d974f8581,193,10.72,1,5.778443113772455e-06,5.2329595000345595e-08
63207e7e-7bf3-5af8-ae34-46c4527a3807,139,6.18,4,4.161676646706587e-06,3.015052312973281e-08
ac8aaeb0-d6bb-5e6c-9d53-d7c8a45e9337,139,6.18,3,4.161676646706587e-06,3.015052312973281e-08
3b2b183b-8816-5943-8c84-2a1140eeb824,123,5.47,2,3.6826347305389223e-06,2.6679959316238392e-08
217af74d-f0fb-56eb-a856-750a7d841d32,121,6.72,1,3.622754491017964e-06,3.280767354943948e-08
0dbdea09-d8d4-5868-9300-79b33123d0af,121,6.72,1,3.622754491017964e-06,3.280767354943948e-08
abb51d41-699e-5c9d-bce7-cfd016a620bc,116,30.94,1,3.473053892215569e-06,1.5099282345554414e-07
200a242b-b81e-5cc6-92f8-83c3b1f1f36d,115,6.39,1,3.4431137724550897e-06,3.1180846761863967e-08
bd780fcb-6484-591a-97e7-0a0a131785f1,114,5.07,3,3.413173652694611e-06,2.472776717114778e-08
cff133fa-2b0d-50d9-aa0b-c4b8cd4af2ff,112,4.98,2,3.3532934131736526e-06,2.429394669446098e-08
0f9955a6-a0ca-5e19-bf9c-54945ae17205,111,6.17,4,3.3233532934131735e-06,3.009629557014696e-08
749d19c9-1e4b-516e-a3df-694fdb5976ab,109,6.06,1,3.2634730538922155e-06,2.9554019974288458e-08
04fad49b-121a-520c-808d-c682c0df40c0,109,6.06,1,3.2634730538922155e-06,2.9554019974288458e-08
168d5ca9-b6ca-5506-94ab-97ee129deb4f,108,4.91,2,3.2335329341317364e-06,2.3968581336945878e-08
